id,family,language,source,page,year_of_occurrence,village_in_source,village,latitude,longitude,text_type,original,translation_Russian,translation_English,modal_marker,marker disamb,constr_type,copula_or_retr,complement,complement_form,inf_postposition,use,modal_or_non-modal,semantics,mod_type_vAP,mod_type_descriptive,negation_expressed,negation_scope,question,question_type,question_emb,overt_A_S,A_S_case,P_argument,P_number,P_overt,P_case,indexing,animacy,counted_in_corpus,counted_in_subcorpus,im_personality,rule or strategy,speaker info,dialect
wm423,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,"vrač ken kolten kursə̑š tə̑men'äš , mam ə̈štə̈mə̈lä ?","Врач уехал на курсы учиться, что делать?",NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,external,question to self,0,,yes,del,,0,no,,,,,,hum,present-day,,,,,
wm424,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,mam ə̈štə̈mə̈lä ?,Что делать?,NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,external,question to self,0,,yes,del,,0,no,,,,,,hum,present-day,,,,,
wm425,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,"tol'ə̑m tokə̑na ə̈nde , mam ə̈štə̈mə̈lä ?","Приехал домой теперь, что делать?",NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,external,question to self,0,,yes,del,,0,no,,,,,,hum,present-day,,,,,
wm426,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,"tengelän ertə̈š vara , man'arkə̑ ə̈lə̈šə̈m , piš kogon jažon ə̈lə̈šə̈m , mə̈škə̈r ak karštə̑ , n'imat ak karštə̑ , kačkam , značit , šotan kačkam , i ti veremän vara ə̑ngə̑lə̑šə̑m, internetə̈štə̈ anžen šə̈nzə̈šə̈m , cilä mavläm kə̑celän tör kačmə̑la .","Вот так прошло, сколько жил, очень хорошо жил, живот не болит, ничего не болит, ем, значит, нормально ем, и в это время я понял, в интернете сидел смотрел, всё о том, как правильно питаться.",NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,external,health,0,,yes,del,indir,0,no,,,,,,hum,present-day,,,,,
wm427,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,"mam ə̈štə̈mə̈lä , mam ə̈štə̈mə̈lä , mə̈škə̈r karšta - karšta - karšta , mam cilä jiš texen' jönə̈m kə̈čälə̈näm , kə̈čälə̈näm , internetə̈štə̈ anžə̑šə̑m , ulə̑t ... nu m ... t'ib'eck'ij g'imnast'ikə̈ , uže at pälə̈ , mam ə̈štäš .","Что делать, что делать, живот болит-болит-болит, что-то все возможные выходы искал, искал, в интернете посмотрел, есть тибетская гимнастика, уже не знаешь, что делать.",NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,external,question to self,0,,yes,del,,0,no,,,,,,hum,present-day,,,,,
wm428,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,"mam ə̈štə̈mə̈lä , mam ə̈štə̈mə̈lä , mə̈škə̈r karšta - karšta - karšta , mam cilä jiš texen' jönə̈m kə̈čälə̈näm , kə̈čälə̈näm , internetə̈štə̈ anžə̑šə̑m , ulə̑t ... nu m ... t'ib'eck'ij g'imnast'ikə̈ , uže at pälə̈ , mam ə̈štäš .","Что делать, что делать, живот болит-болит-болит, что-то все возможные выходы искал, искал, в интернете посмотрел, есть тибетская гимнастика, уже не знаешь, что делать.",NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,external,question to self,0,,yes,del,,0,no,,,,,,hum,present-day,,,,,
wm429,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,"mam ə̈štə̈mə̈lä , mam ə̈štə̈mə̈lä , mə̈škə̈r karšta - karšta - karšta , mam cilä jiš texen' jönə̈m kə̈čälə̈näm , kə̈čälə̈näm , internetə̈štə̈ anžə̑šə̑m , ulə̑t ... nu m ... t'ib'eck'ij g'imnast'ikə̈ , uže at pälə̈ , mam ə̈štäš .","Что делать, что делать, живот болит-болит-болит, что-то все возможные выходы искал, искал, в интернете посмотрел, есть тибетская гимнастика, уже не знаешь, что делать.",NA,INF,inf,inf,NA,VP,form,,predicate,modal,necessity,,question to self,0,,yes,del,,0,no,,,,,,,,,,,,
wm430,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Tyumanovo,Tyumanovo,56.16768,46.701784,spontaneous,eče mam šajə̑štmə̑la .,Еще что сказать.,NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,external,question to self,0,,yes,del,,0,no,,,,,,hum,present-day,,,,,
wm431,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Tyumanovo,Tyumanovo,56.16768,46.701784,spontaneous,ZVF : [ нрзб ] ečežə̈ mam šajə̑štmə̑la bol'šə̑žə̑ ü ärn'ä godə̑mžə̑ ?,А еще что говорить больше про Масленичную неделю?,NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,deontic,,0,,yes,del,,0,no,,,,,,hum,present-day,,,,,
wm432,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Tyumanovo,Tyumanovo,56.16768,46.701784,spontaneous,"IGS : eče mam šajə̑štmə̑la , ečežə̈ ?",Еще что говорить?,NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,deontic,,0,,yes,del,,0,no,,,,,,hum,present-day,,,,,
wm433,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Tyumanovo,Tyumanovo,56.16768,46.701784,spontaneous,kogečə̈ godə̑mžə̑ eče mam ə̈štə̈mə̈lä ?,Во время Пасхи еще что делается?,NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,deontic,tradition,0,,yes,general,,0,no,,,,,,hum,present-day,,,,,
wm434,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Tyumanovo,Tyumanovo,56.16768,46.701784,spontaneous,tə̈redmə̈lä ängävläm pajə̑len puat edemvlälän .,Для жатвы выделили каждому участок.,NA,mə̑la,mə̑la,,NA,VP,stem,,predicate,non-modal,goal,NA,NA,0,,no,,,0,no,,,,,,anim,not counted,,,,,
wm435,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Tyumanovo,Tyumanovo,56.16768,46.701784,spontaneous,eče mam šajə̑štmə̑la bol'šə̑žə̑ ,Еще что говорить больше?,NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,deontic,,0,,yes,del,,0,no,,,,,,hum,present-day,,,,,
wm436,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Tyumanovo,Tyumanovo,56.16768,46.701784,spontaneous,"sirə̈š tengeok vala , lem gə̈cə̈n ə̑də̑rə̑mə̑la tə̈ kolə̑m ə̑də̑rat sirə̈škə̈ .","На берег спускается, черпают, как черпая из супа, рыбу на берег.",NA,mə̑la,mə̑la,,NA,VP,stem,,predicate,non-modal,cvb_comparison,NA,NA,0,,no,,,0,no,,,,,,anim,not counted,,,,,
wm437,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Tyumanovo,Tyumanovo,56.16768,46.701784,spontaneous,kə̑š kemə̈lä ?,Куда идти?,NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,external,question to self,0,,yes,del,,0,no,,,,,,hum,present-day,,,,,
wm438,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Tyumanovo,Tyumanovo,56.16768,46.701784,spontaneous,iktə̈ vesə̈ gə̈c jadə̑štna : kə̑ce xalaškə̑žə̑ kemə̈lä ?,Спросили друг у друга: как добраться до города?,NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,external,external,0,,yes,del,dir_sp,0,no,,,,,,hum,present-day,,,,,
wm439,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Tyumanovo,Tyumanovo,56.16768,46.701784,spontaneous,"šə̈nzenä - šə̈nzenä , kə̑ce vara kemə̈lä tokə̑na ?","Сидим-сидим, как ехать домой?",NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,external,question to self,0,,yes,del,,0,no,,,,,,hum,present-day,,,,,
wm440,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Tyumanovo,Tyumanovo,56.16768,46.701784,spontaneous,kə̑š kemə̈lä ?,Куда идти?,NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,external,question to self,0,,yes,del,,0,no,,,,,,hum,present-day,,,,,
wm441,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Tyumanovo,Tyumanovo,56.16768,46.701784,spontaneous,"äptə̈rgen šə̈nzə̈nnä , n'igə̑ š pə̑ren keäš , mam ə̈štə̈mə̈lä ?","Заробели, некуда деться, что делать?",NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,external,question to self,0,,yes,del,,0,no,,,,,,hum,present-day,,,,,
wm442,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Tyumanovo,Tyumanovo,56.16768,46.701784,spontaneous,kə̑š kemə̈lä ?,Куда деться?,NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,external,question to self,0,,yes,del,,0,no,,,,,,hum,present-day,,,,,
wm443,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Tyumanovo,Tyumanovo,56.16768,46.701784,spontaneous,"amasam , štobə̑ ə̑ražə̑m kogoemdə̈mə̈lä , vara vele mükšvläm lə̑ktaš lieš .","Дверь, чтобы увеличить отверстие, потом только можно достать пчел.",NA,mə̑la,mə̑la,,NA,VP,stem,,predicate,non-modal,goal,NA,NA,0,,no,,,0,no,,,,,,anim,not counted,,,,,
wm444,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Tyumanovo,Tyumanovo,56.16768,46.701784,spontaneous,"a ə̑ražə̑m kapajə̑mə̑ godə̑m soitok šumə̑mla , ə̈rzə̈mə̈lä .","А когда проделываешь дырку, всё равно шумишь, трясешь [дерево].",NA,mə̑la,mə̑la,,NA,VP,stem,,predicate,modal,possibility,external,potential,0,,no,,,0,no,,,,,,hum,not counted,,,,,
wm445,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Tyumanovo,Tyumanovo,56.16768,46.701784,spontaneous,"a ə̑ražə̑m kapajə̑mə̑ godə̑m soitok šumə̑mla, ə̈rzə̈mə̈lä .","А когда проделываешь дырку, всё равно шумишь, трясешь [дерево].",NA,mə̑la,mə̑la,,NA,VP,stem,,predicate,modal,possibility,external,potential,0,,no,,,0,no,,,,,,hum,not counted,,,,,
wm446,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Tyumanovo,Tyumanovo,56.16768,46.701784,spontaneous,"vara mükšvlä və̈sen läkmə̈kə̈štə̈ , kornə̑m kə̑ce pə̑rə̑mə̑la mə̈ngeš anžalə̑t .","Потом, когда пчёлы вылетают, потом обратную дорогу найдут.",NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,external,,0,,yes,del,indir,0,no,,,,,,animal,present-day,,,,,
wm447,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Tyumanovo,Tyumanovo,56.16768,46.701784,spontaneous,"nu , kornə̑m anžalə̑t , kə̑ce pə̑rə̑mə̑la mə̈ngeš.","Ну, на дорогу посмотрят, как войти обратно.",NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,external,,0,,yes,del,indir,0,no,,,,,,animal,present-day,,,,,
wm448,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,"a jesl'i čə̈də̈, aga , šüdə̈ və̈clə̈ vele t'uket tə̈n'ə̈n , aga , o , šošə̑m keleš ə̈nde kə̑štə̑ momə̑la , t'ukvlä kelə̈t, vot .","А если мало, ага, только 150 тюков у тебя, весной требуется, теперь где найти, тюки нужны, вот.",NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,external,,0,,yes,del,,0,no,,,,,,hum,present-day,,,,,
wm449,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,"a jesl'i čə̈də̈, aga , šüdə̈ və̈clə̈ vele t'uket tə̈n'ə̈n , aga , o , šošə̑m keleš ə̈nde kə̑štə̑ momə̑la , t'ukvlä kelə̈t, vot .","А если мало, ага, только 150 тюков у тебя, весной требуется, теперь где найти, тюки нужны, вот.",NA,keläš,keläš,,NA,NP,N,,predicate,non-modal,need,,,0,,no,,,0,no,,,,,,,not counted,,,,,
wm450,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Apshak-Pelyak,Apshak-Pelyak,56.176298,46.698152,spontaneous,mam ə̈štə̈mə̈lä ?,Что делать?,NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,external,question to self,0,,yes,del,,0,no,,,,,,hum,present-day,,,,,
wm451,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kozhlananger,Kozhlananger,56.153091,46.734206,spontaneous,больше tämdäm klubə̑štə̑ l'ävə̈rän vorotn'ikän və̑rgemə̈m užmə̑la ə̈nžə̈ li manə̑t.," больше вас в клубе, одежду
с грязным воротником чтобы не видно было, - говорят.",NA,mə̑la,mə̑la,,NA,VP,stem,,ə̈nžə̈ li + mə̑la,modal,possibility,,,0,,no,,,0,no,,,,,,anim,not counted,,,,,
wm452,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Tyumanovo,Tyumanovo,56.16768,46.701784,spontaneous,vara šut'ə̑mə̑la rušə̑n don marə̑nvlä vaštaltə̑laš tə̈ngälə̈nnä vuj čiäšə̈m .,Затем в шутку русские с марийцами стали меняться головными уборами.,NA,mə̑la,mə̑la,,NA,VP,stem,,predicate,non-modal,goal,NA,NA,0,,no,,,0,no,,,,,,anim,not counted,,,,,
wm453,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,"ə̈nde mam ə̈štə̈mə̈lä manə̑t , tumajat , tumajat , ergə̈žə̈län , "" davaj "" - maneš .","Говорят, что же делать, думают, думают, и сыну говорит: «Давай».",NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,external,question to self,0,,yes,del,,0,no,,,,,,hum,present-day,,,,,
wm454,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,""" mam ə̈štə̈mə̈lä ?","""Что делать?",NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,external,question to self,0,,yes,del,,0,no,,,,,,hum,present-day,,,,,
wm455,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,mam ečežə̈ šajə̑št mə̑štə̑mə̑la,Что еще можно сказать.,NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,external,question to self,0,,yes,del,,0,no,,,,,,hum,present-day,,,,,
wm456,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,"ikə̈žä iktə̈m , ikə̈žä iktə̈m peregalə̈n , kušt ... kuštə̑lgə̑nok ə̈lə̈mə̈lä.","Друг друга оберегая, можно легко прожить.",NA,mə̑la,mə̑la,,NA,VP,stem,,predicate,modal,possibility,external,potential,0,,no,,,0,no,,,,,,hum,not counted,,,,,
wm457,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,"tak , eče mam šajə̑štmə̑la ?","Так, что еще рассказать?",NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,deontic,,0,,yes,del,,0,no,,,,,,hum,present-day,,,,,
wm458,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,mam ə̈štə̈mə̈lä ?,Что делать?,NA,mə̑la,mə̑la,nfin,NA,VP,stem,,predicate,modal,necessity,external,question to self,0,,yes,del,,0,no,,,,,,hum,present-day,,,,,
wm459,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,"jesl'i juk ulə̑ , značit , iktäžə̈ lišäšlə̑k ","Если голос подали, значит, кто-нибудь есть"".",NA,šašlə̑k,šašlə̑k,pers,NA,VP,stem,,predicate,modal,necessity,epistemic,epistemic,0,,no,,,1,nom,,,,,,hum,present-day,,,,,
wm460,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,eče ciläm kə̈čäläš värešteš ,Ещё всех придётся искать.,NA,väreštäš,väreštäš,endup,NA,VP,inf_aš,,predicate,modal,necessity,deontic,game rules,0,,no,,,0,no,,,,,,hum,present-day,games,impersonal,,,
wm461,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,"kə̑namžə̑ ik kə̑m gänä tama kə̈čäläš värešteš edemvläm, poka ciläm mon at šoktə̑ , potomu što kə̑də̑žə̑ piš kogon , kə̑ce manšaš , šustrə̑j agə̑l , prostə̑ iziš g'erojrakvlä, taškal kodat xangam .","Иногда приходится раза по три искать людей, пока всех не найдешь, потому что некоторые очень, как сказать, нешустрые, просто те, кто немного половчее, успевают наступить на доску.",NA,väreštäš,väreštäš,endup,NA,VP,inf_aš,,predicate,modal,necessity,deontic,game rules,0,,no,,,0,no,,,,,,hum,present-day,games,impersonal,,,
wm462,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,i vara ves pačaš pogaš värešteš,И потом снова приходится собирать (палочки).,NA,väreštäš,väreštäš,endup,NA,VP,inf_aš,,predicate,modal,necessity,deontic,game rules,0,,no,,,0,no,,,,,,hum,present-day,games,impersonal,,,
wm463,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,kečə̈ gač počt'i lə̑mə̑m koaš väreštə̈n .,Почти через день приходилось чистить снег.,NA,väreštäš,väreštäš,endup,NA,VP,inf_aš,,predicate,modal,necessity,external,,0,,no,,,0,no,,,,,,hum,present-day,,,,,
wm464,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,koaš väreštə̈n šukə̑ lə̑m tene .,Чистить пришлось много снега в этом году.,NA,väreštäš,väreštäš,endup,NA,VP,inf_aš,,predicate,modal,necessity,external,,0,,no,,,0,no,,,,,,hum,present-day,,,,,
wm465,Uralic,Hill Mari,Kashkin et al. 2019,NA,2016–2018,Kuznetsovo,Kuznetsovo,56.165953,46.71176,spontaneous,"""ə̈nde ma , - manam , - šə̈ken kemə̈lä kožvažvuj gə̈cə̈n kuzn'ecovə̑škə̑ , tokə̑na jakte , - manam , - solana jakte šə̈käš värešteš "", - manə̑nam.","""Теперь что, – говорю, - Толкать нужно из Михаткино в Кузнецово, до дома, - говорю, - до нашей деревни придётся толкать"", - сказал я.",NA,väreštäš,väreštäš,endup,NA,VP,inf_aš,,predicate,modal,necessity,external,,0,,no,,,0,no,,,,,,hum,present-day,,,,,
